2020-11-13-00:00:35, Temp: 82.4 F, Humidity: 54%
2020-11-13-00:04:37, Temp: 82.4 F, Humidity: 54%
Initialized logging script at 2020-11-13-00:05:29
2020-11-13-00:05:40, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:07:56, Temp: 84.2 F, Humidity: 55%
2020-11-13-00:09:57, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:11:58, Temp: 84.2 F, Humidity: 54%
2020-11-13-00:13:58, Temp: 84.2 F, Humidity: 54%
2020-11-13-00:20:01, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:27:03, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:30:04, Temp: 84.2 F, Humidity: 54%
2020-11-13-00:31:05, Temp: 84.2 F, Humidity: 54%
2020-11-13-00:33:06, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:35:06, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:39:08, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:43:09, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:44:10, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:45:10, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:49:12, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:50:12, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:51:12, Temp: 82.4 F, Humidity: 53%
2020-11-13-00:53:13, Temp: 82.4 F, Humidity: 52%
2020-11-13-00:54:13, Temp: 82.4 F, Humidity: 52%
2020-11-13-00:56:14, Temp: 82.4 F, Humidity: 52%
2020-11-13-00:58:15, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:00:16, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:01:16, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:02:16, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:03:17, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:04:17, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:10:19, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:12:20, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:16:22, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:18:22, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:19:23, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:20:23, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:21:24, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:25:25, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:29:27, Temp: 82.4 F, Humidity: 53%
2020-11-13-01:30:27, Temp: 82.4 F, Humidity: 53%
2020-11-13-01:33:28, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:35:29, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:38:30, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:41:31, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:42:31, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:44:32, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:46:33, Temp: 82.4 F, Humidity: 52%
2020-11-13-01:48:34, Temp: 82.4 F, Humidity: 52%
