2020-11-23-00:00:51, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:01:52, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:02:52, Temp: 78.80000000000001 F, Humidity: 66%
Initialized logging script at 2020-11-23-00:05:28
2020-11-23-00:06:51, Temp: 78.80000000000001 F, Humidity: 64%
2020-11-23-00:07:51, Temp: 78.80000000000001 F, Humidity: 64%
2020-11-23-00:08:51, Temp: 78.80000000000001 F, Humidity: 65%
2020-11-23-00:21:56, Temp: 77.0 F, Humidity: 65%
2020-11-23-00:28:59, Temp: 77.0 F, Humidity: 65%
2020-11-23-00:32:00, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:34:00, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:36:01, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:39:02, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:41:03, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:43:04, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:44:04, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:47:05, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-00:57:09, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:03:11, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-01:04:12, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:09:13, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-01:10:14, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:15:16, Temp: 77.0 F, Humidity: 64%
2020-11-23-01:17:16, Temp: 77.0 F, Humidity: 64%
2020-11-23-01:19:17, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:22:18, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:25:19, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:27:20, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:29:21, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:30:21, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:31:21, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:32:22, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:35:23, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:37:24, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:38:24, Temp: 78.80000000000001 F, Humidity: 66%
2020-11-23-01:50:28, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:52:29, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:54:30, Temp: 77.0 F, Humidity: 65%
2020-11-23-01:59:32, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:01:32, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:09:35, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:11:36, Temp: 77.0 F, Humidity: 64%
2020-11-23-02:12:36, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:17:38, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:19:39, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:26:42, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:27:42, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:32:44, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:36:46, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:37:46, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:40:47, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:48:50, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:51:51, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:53:52, Temp: 77.0 F, Humidity: 65%
2020-11-23-02:55:52, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:01:55, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:05:56, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:07:57, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:11:58, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:12:59, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:14:59, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:17:00, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:20:01, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:25:03, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:26:03, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:28:04, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:32:06, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:33:06, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:35:07, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:36:07, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:38:08, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:39:08, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:40:09, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:42:09, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:44:10, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:45:10, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:48:12, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:52:13, Temp: 77.0 F, Humidity: 65%
2020-11-23-03:57:15, Temp: 77.0 F, Humidity: 65%
2020-11-23-04:05:18, Temp: 77.0 F, Humidity: 65%
2020-11-23-04:07:19, Temp: 77.0 F, Humidity: 65%
2020-11-23-04:08:19, Temp: 77.0 F, Humidity: 65%
