Initialized logging script at 2020-11-19-00:05:28
2020-11-19-00:05:35, Temp: 69.80000000000001 F, Humidity: 36%
2020-11-19-00:07:51, Temp: 69.80000000000001 F, Humidity: 36%
2020-11-19-00:08:51, Temp: 69.80000000000001 F, Humidity: 36%
2020-11-19-00:10:52, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:12:53, Temp: 69.80000000000001 F, Humidity: 36%
2020-11-19-00:13:53, Temp: 69.80000000000001 F, Humidity: 36%
2020-11-19-00:16:54, Temp: 69.80000000000001 F, Humidity: 36%
2020-11-19-00:17:54, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:18:55, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:20:56, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:21:56, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:23:57, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:32:00, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:34:00, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:35:01, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:37:01, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:38:02, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:42:03, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:44:04, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:45:04, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:47:05, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-00:53:07, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:00:10, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:06:12, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:08:13, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:12:14, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:14:15, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:18:17, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:20:17, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:25:19, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:29:21, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:31:22, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:32:22, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:35:23, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:37:24, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:38:24, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:39:25, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:42:26, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:45:27, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:47:27, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:49:28, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:51:29, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:52:29, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:53:30, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-01:56:31, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-01:57:31, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-01:58:31, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:02:33, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-02:05:34, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:08:35, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:10:36, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:12:36, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:14:37, Temp: 69.80000000000001 F, Humidity: 37%
2020-11-19-02:15:38, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:17:38, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:21:40, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:24:41, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:25:41, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:27:42, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:30:43, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:35:45, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:36:45, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:40:47, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:41:47, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:52:51, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-02:55:52, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:00:54, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:01:55, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:02:55, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:03:55, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:06:56, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:07:57, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:09:58, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:11:58, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:21:02, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:23:02, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:25:03, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:28:04, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-03:29:05, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-03:30:05, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:31:05, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:35:07, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:37:08, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-03:38:08, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-03:39:08, Temp: 69.80000000000001 F, Humidity: 38%
2020-11-19-03:40:09, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-03:46:11, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-03:49:12, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-03:54:14, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-03:56:15, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-04:01:16, Temp: 68.0 F, Humidity: 38%
2020-11-19-04:03:17, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-04:05:18, Temp: 68.0 F, Humidity: 38%
2020-11-19-04:11:20, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-04:13:21, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-04:14:21, Temp: 68.0 F, Humidity: 38%
2020-11-19-04:15:22, Temp: 69.80000000000001 F, Humidity: 39%
2020-11-19-04:16:22, Temp: 68.0 F, Humidity: 38%
2020-11-19-04:27:26, Temp: 68.0 F, Humidity: 38%
