2020-11-29-00:01:20, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:07:22, Temp: 75.2 F, Humidity: 56%
2020-11-29-00:08:23, Temp: 75.2 F, Humidity: 56%
2020-11-29-00:21:28, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:22:28, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:23:28, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:24:29, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:28:30, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:30:31, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:32:32, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:36:33, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:37:34, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:38:34, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:39:35, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:41:35, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:45:37, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:47:38, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:54:40, Temp: 75.2 F, Humidity: 55%
2020-11-29-00:59:42, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:04:44, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:10:46, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:14:48, Temp: 75.2 F, Humidity: 56%
2020-11-29-01:15:48, Temp: 75.2 F, Humidity: 56%
2020-11-29-01:18:49, Temp: 75.2 F, Humidity: 56%
2020-11-29-01:23:51, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:27:52, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:31:54, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:39:57, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:41:58, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:42:58, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:46:59, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:49:00, Temp: 75.2 F, Humidity: 56%
2020-11-29-01:50:01, Temp: 75.2 F, Humidity: 56%
2020-11-29-01:51:01, Temp: 75.2 F, Humidity: 56%
2020-11-29-01:52:01, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:55:02, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:56:03, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:57:03, Temp: 75.2 F, Humidity: 55%
2020-11-29-01:59:04, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:03:05, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:06:06, Temp: 75.2 F, Humidity: 56%
2020-11-29-02:08:07, Temp: 75.2 F, Humidity: 56%
2020-11-29-02:10:08, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:12:08, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:16:10, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:18:11, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:20:11, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:22:12, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:24:13, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:27:14, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:31:15, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:32:16, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:38:18, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:41:19, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:45:21, Temp: 75.2 F, Humidity: 56%
2020-11-29-02:50:23, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:52:23, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:54:24, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:55:24, Temp: 75.2 F, Humidity: 55%
2020-11-29-02:56:25, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:04:28, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:05:28, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:06:28, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:07:29, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:08:29, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:09:30, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:13:31, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:15:32, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:17:33, Temp: 73.4 F, Humidity: 55%
2020-11-29-03:21:34, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:22:35, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:29:37, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:30:38, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:31:38, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:33:39, Temp: 75.2 F, Humidity: 55%
2020-11-29-03:35:39, Temp: 75.2 F, Humidity: 56%
