2020-10-27-00:01:32, Temp: 80.6 F, Humidity: 50%
Initialized logging script at 2020-10-27-00:05:29
2020-10-27-00:07:07, Temp: 82.4 F, Humidity: 50%
2020-10-27-00:09:08, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:13:09, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:15:10, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:17:11, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:19:12, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:21:12, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:23:13, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:25:14, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:26:14, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:27:14, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:29:15, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:35:18, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:37:19, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:39:19, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:44:21, Temp: 80.6 F, Humidity: 51%
2020-10-27-00:45:22, Temp: 80.6 F, Humidity: 50%
2020-10-27-00:52:24, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:09:30, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:16:33, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:17:33, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:19:34, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:21:35, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:25:36, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:26:37, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:28:38, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:30:38, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:32:39, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:34:40, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:36:41, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:38:41, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:40:42, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:44:44, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:48:45, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:52:47, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:53:47, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:55:48, Temp: 80.6 F, Humidity: 50%
2020-10-27-01:57:48, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:00:50, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:02:50, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:07:52, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:09:53, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:12:54, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:14:55, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:15:55, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:22:58, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:31:01, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:35:02, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:39:04, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:40:04, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:44:06, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:46:06, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:54:09, Temp: 80.6 F, Humidity: 50%
2020-10-27-02:59:11, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:09:15, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:10:15, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:11:16, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:12:16, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:13:16, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:14:17, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:17:18, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:19:19, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:23:20, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:25:21, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:26:21, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:27:22, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:28:22, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:30:23, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:31:23, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:34:24, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:39:26, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:46:29, Temp: 80.6 F, Humidity: 50%
2020-10-27-03:51:30, Temp: 80.6 F, Humidity: 50%
