2020-11-04-00:00:45, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:04:46, Temp: 71.6 F, Humidity: 46%
Initialized logging script at 2020-11-04-00:05:29
2020-11-04-00:05:29, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:10:46, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:12:46, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:19:49, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:21:50, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:25:51, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:26:51, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:27:52, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:29:52, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:32:54, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:35:55, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:36:55, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:44:58, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:45:58, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:48:59, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:51:00, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:53:01, Temp: 71.6 F, Humidity: 46%
2020-11-04-00:55:02, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:00:03, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:01:04, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:04:05, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:05:05, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:07:06, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:08:06, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:09:07, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:10:07, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:13:08, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:14:09, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:16:09, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:17:10, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:18:10, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:22:12, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:24:12, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:32:15, Temp: 71.6 F, Humidity: 47%
2020-11-04-01:41:19, Temp: 71.6 F, Humidity: 46%
2020-11-04-01:42:19, Temp: 71.6 F, Humidity: 46%
