2020-11-03-00:00:11, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:04:13, Temp: 69.80000000000001 F, Humidity: 40%
Initialized logging script at 2020-11-03-00:05:29
2020-11-03-00:05:41, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:07:56, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:10:57, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:12:58, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:20:01, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:22:01, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:23:02, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:24:02, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:26:03, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:31:05, Temp: 69.80000000000001 F, Humidity: 40%
2020-11-03-00:37:07, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-00:38:07, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-00:43:09, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-00:47:11, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-00:49:11, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-00:54:13, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-00:58:15, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-00:59:15, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:00:15, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:02:16, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:05:17, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:08:18, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:10:19, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:19:23, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:27:26, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:30:27, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:31:27, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:32:27, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:33:28, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:35:29, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:39:30, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:40:30, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:44:32, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:45:32, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:46:33, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:48:33, Temp: 69.80000000000001 F, Humidity: 41%
2020-11-03-01:49:34, Temp: 69.80000000000001 F, Humidity: 41%
