2020-11-17-00:00:43, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:02:44, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:04:44, Temp: 77.0 F, Humidity: 46%
Initialized logging script at 2020-11-17-00:05:28
2020-11-17-00:05:40, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:09:57, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:12:58, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:15:59, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:21:01, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:22:01, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:25:03, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:29:04, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:31:05, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:34:06, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:35:06, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:37:07, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:39:08, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:41:08, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:43:09, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:47:11, Temp: 77.0 F, Humidity: 46%
2020-11-17-00:49:11, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:50:12, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:55:14, Temp: 75.2 F, Humidity: 46%
2020-11-17-00:57:14, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:00:15, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:01:16, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:02:16, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:04:17, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:06:18, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:09:19, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:11:19, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:17:22, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:19:22, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:31:27, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:33:28, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:35:29, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:36:29, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:37:30, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:39:30, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:43:32, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:48:34, Temp: 75.2 F, Humidity: 46%
2020-11-17-01:56:37, Temp: 75.2 F, Humidity: 47%
2020-11-17-02:03:39, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:09:41, Temp: 75.2 F, Humidity: 47%
2020-11-17-02:10:42, Temp: 75.2 F, Humidity: 47%
2020-11-17-02:11:42, Temp: 75.2 F, Humidity: 47%
2020-11-17-02:12:43, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:14:43, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:19:45, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:21:46, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:25:47, Temp: 75.2 F, Humidity: 47%
2020-11-17-02:34:51, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:40:53, Temp: 75.2 F, Humidity: 47%
2020-11-17-02:42:54, Temp: 75.2 F, Humidity: 47%
2020-11-17-02:47:55, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:48:56, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:51:57, Temp: 75.2 F, Humidity: 46%
2020-11-17-02:52:57, Temp: 75.2 F, Humidity: 47%
2020-11-17-02:53:58, Temp: 75.2 F, Humidity: 47%
